YEAR,LOCATION,"STATE ANSI","ASD CODE","COUNTY ANSI","REFERENCE PERIOD",COMMODITY,"PRODN PRACTICE","AREA HARVESTED in ACRES","AREA PLANTED in ACRES","PRODUCTION in CWT","YIELD in LB / ACRE","PRODUCTION in $"
1953,"MICHIGAN, SOUTH CENTRAL, ST JOSEPH",26,80,149,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES",80," ",600,750," "
1953,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",26,80,155,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","12,000"," ","109,680",910," "
1953,"MICHIGAN, SOUTH CENTRAL, JACKSON",26,80,075,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES",450," ","4,140",920," "
1953,"MICHIGAN, SOUTH CENTRAL, IONIA",26,80,067,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","2,000"," ","22,800","1,140"," "
1953,"MICHIGAN, SOUTH CENTRAL, INGHAM",26,80,065,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","1,500"," ","14,700",980," "
1953,"MICHIGAN, SOUTH CENTRAL, HILLSDALE",26,80,059,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES",50," ",360,720," "
1953,"MICHIGAN, SOUTH CENTRAL, EATON",26,80,045,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","2,600"," ","25,200",970," "
1953,"MICHIGAN, SOUTH CENTRAL, CLINTON",26,80,037,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","4,900"," ","49,800","1,020"," "
1953,"MICHIGAN, SOUTH CENTRAL, CALHOUN",26,80,025,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES",100," ",780,780," "
1953,"MICHIGAN, SOUTH CENTRAL, BRANCH",26,80,023,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES",20," ",180,900," "
1953,"MICHIGAN, SOUTH CENTRAL, BARRY",26,80,015,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES",300," ","2,760",920," "
1953,"MICHIGAN, SOUTH CENTRAL",26,80,"   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","24,000"," ","231,000",960," "
1953,"MICHIGAN, NORTHWEST, WEXFORD",26,20,165,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES",60," ",300,500," "
1953,"MICHIGAN, WEST CENTRAL, NEWAYGO",26,40,123,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES",900," ","7,080",790," "
1953,"MICHIGAN, NORTHWEST, MANISTEE",26,20,101,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES",220," ","1,440",650," "
1953,"MICHIGAN, NORTHWEST, LEELANAU",26,20,089,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES",70," ",480,690," "
1953,"MICHIGAN, NORTHWEST, KALKASKA",26,20,079,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES",40," ",180,450," "
1953,"MICHIGAN, NORTHWEST, GRAND TRAVERSE",26,20,055,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES",80," ",420,530," "
