YEAR,LOCATION,"STATE ANSI","ASD CODE","COUNTY ANSI","REFERENCE PERIOD",COMMODITY,"AREA HARVESTED in ACRES","AREA PLANTED in ACRES","PRODUCTION in TONS","YIELD in TONS / ACRE","PRODUCTION in $","PRICE RECEIVED in $ / TON","PRODUCTION in $ / TON"
1979,"MICHIGAN, CENTRAL, ISABELLA",26,50,073,YEAR,SUGARBEETS,50,50,650,13," "," "," "
1979,"MICHIGAN, CENTRAL, GRATIOT",26,50,057,YEAR,SUGARBEETS,"4,160","4,580","82,600",19.9," "," "," "
1979,"MICHIGAN, CENTRAL, GLADWIN",26,50,051,YEAR,SUGARBEETS,300,310,"5,550",18.5," "," "," "
1979,"MICHIGAN, CENTRAL",26,50,"   ",YEAR,SUGARBEETS,"6,550","7,100","127,300",19.4," "," "," "
1979,MICHIGAN,26,"  ","   ","MARKETING YEAR",SUGARBEETS," "," "," "," "," ",38.9," "
1979,MICHIGAN,26,"  ","   ",YEAR,SUGARBEETS,"88,000","93,000","1,550,000",17.6,"60,295,000"," "," "
1979,"US TOTAL","  ","  ","   ","MARKETING YEAR",SUGARBEETS," "," "," "," "," ",33.9," "
1979,"US TOTAL","  ","  ","   ",YEAR,SUGARBEETS,"1,119,700","1,160,700","21,996,000",19.6,"745,273,000"," "," "
1980,"US TOTAL","  ","  ","   ",YEAR,SUGARBEETS,"1,189,500","1,231,300","23,502,000",19.8,"1,108,974,000"," "," "
1980,"MICHIGAN, SOUTHEAST, ST CLAIR",26,90,147,YEAR,SUGARBEETS,760,760,"15,050",19.8," "," "," "
1980,"MICHIGAN, SOUTHEAST, OTHER (COMBINED) COUNTIES",26,90,"   ",YEAR,SUGARBEETS,70,70,"1,350",19.3," "," "," "
1980,"MICHIGAN, SOUTHEAST, MONROE",26,90,115,YEAR,SUGARBEETS,730,730,"12,500",17.1," "," "," "
1980,"MICHIGAN, SOUTHEAST, LENAWEE",26,90,091,YEAR,SUGARBEETS,"2,280","2,290","45,900",20.1," "," "," "
1980,"MICHIGAN, SOUTHEAST",26,90,"   ",YEAR,SUGARBEETS,"3,840","3,850","74,800",19.5," "," "," "
1980,"MICHIGAN, SOUTH CENTRAL, OTHER (COMBINED) COUNTIES",26,80,"   ",YEAR,SUGARBEETS,230,240,"4,400",19.1," "," "," "
1980,"MICHIGAN, SOUTH CENTRAL",26,80,"   ",YEAR,SUGARBEETS,230,240,"4,400",19.1," "," "," "
1980,"MICHIGAN, EAST CENTRAL, TUSCOLA",26,60,157,YEAR,SUGARBEETS,"23,200","23,800","459,400",19.8," "," "," "
1980,"MICHIGAN, EAST CENTRAL, SANILAC",26,60,151,YEAR,SUGARBEETS,"9,200","9,350","185,000",20.1," "," "," "
1980,"MICHIGAN, EAST CENTRAL, SAGINAW",26,60,145,YEAR,SUGARBEETS,"13,600","13,750","261,600",19.2," "," "," "
1980,"MICHIGAN, EAST CENTRAL, HURON",26,60,063,YEAR,SUGARBEETS,"20,250","20,700","403,700",19.9," "," "," "
1980,"MICHIGAN, EAST CENTRAL, BAY",26,60,017,YEAR,SUGARBEETS,"17,000","17,500","328,000",19.3," "," "," "
1980,"MICHIGAN, EAST CENTRAL, ARENAC",26,60,011,YEAR,SUGARBEETS,"2,150","2,200","38,300",17.8," "," "," "
1980,"MICHIGAN, EAST CENTRAL",26,60,"   ",YEAR,SUGARBEETS,"85,400","87,300","1,676,000",19.6," "," "," "
1980,"MICHIGAN, CENTRAL, OTHER (COMBINED) COUNTIES",26,50,"   ",YEAR,SUGARBEETS,410,410,"6,700",16.3," "," "," "
1980,"MICHIGAN, CENTRAL, MIDLAND",26,50,111,YEAR,SUGARBEETS,"2,320","2,340","39,800",17.2," "," "," "
1980,"MICHIGAN, CENTRAL, GRATIOT",26,50,057,YEAR,SUGARBEETS,"4,800","4,860","90,300",18.8," "," "," "
1980,"MICHIGAN, CENTRAL",26,50,"   ",YEAR,SUGARBEETS,"7,530","7,610","136,800",18.2," "," "," "
1980,MICHIGAN,26,"  ","   ","MARKETING YEAR",SUGARBEETS," "," "," "," "," ",40.7," "
1980,MICHIGAN,26,"  ","   ",YEAR,SUGARBEETS,"97,000","99,000","1,892,000",19.5,"77,004,000"," "," "
1980,"US TOTAL","  ","  ","   ","MARKETING YEAR",SUGARBEETS," "," "," "," "," ",47.2," "
1981,"US TOTAL","  ","  ","   ",YEAR,SUGARBEETS,"1,228,100","1,251,600","27,538,000",22.4,"803,569,000"," "," "
1981,"US TOTAL","  ","  ","   ","MARKETING YEAR",SUGARBEETS," "," "," "," "," ",29.2," "
1981,"MICHIGAN, SOUTHEAST, LENAWEE",26,90,091,YEAR,SUGARBEETS,"1,850","1,900","36,700",19.8," "," "," "
1981,"MICHIGAN, SOUTHEAST, LAPEER",26,90,087,YEAR,SUGARBEETS,100,100,"1,400",14," "," "," "
1981,"MICHIGAN, SOUTHEAST, GENESEE",26,90,049,YEAR,SUGARBEETS,190,200,"3,200",16.8," "," "," "
1981,"MICHIGAN, SOUTHEAST",26,90,"   ",YEAR,SUGARBEETS,"3,450","3,600","63,500",18.4," "," "," "
1981,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",26,80,155,YEAR,SUGARBEETS,200,200,"4,000",20," "," "," "
1981,"MICHIGAN, SOUTH CENTRAL, CLINTON",26,80,037,YEAR,SUGARBEETS,100,100,"1,700",17," "," "," "
1981,"MICHIGAN, SOUTH CENTRAL",26,80,"   ",YEAR,SUGARBEETS,300,300,"5,700",19," "," "," "
1981,"MICHIGAN, EAST CENTRAL, TUSCOLA",26,60,157,YEAR,SUGARBEETS,"22,400","22,700","463,000",20.7," "," "," "
1981,"MICHIGAN, EAST CENTRAL, SANILAC",26,60,151,YEAR,SUGARBEETS,"9,100","9,900","170,000",18.7," "," "," "
1981,"MICHIGAN, EAST CENTRAL, SAGINAW",26,60,145,YEAR,SUGARBEETS,"14,700","14,900","313,500",21.3," "," "," "
1981,"MICHIGAN, EAST CENTRAL, HURON",26,60,063,YEAR,SUGARBEETS,"20,650","21,100","437,000",21.2," "," "," "
1981,"MICHIGAN, EAST CENTRAL, BAY",26,60,017,YEAR,SUGARBEETS,"17,700","18,100","368,000",20.8," "," "," "
1981,"MICHIGAN, EAST CENTRAL, ARENAC",26,60,011,YEAR,SUGARBEETS,"2,200","2,300","44,000",20," "," "," "
1981,"MICHIGAN, EAST CENTRAL",26,60,"   ",YEAR,SUGARBEETS,"86,750","89,000","1,795,500",20.7," "," "," "
1981,"MICHIGAN, CENTRAL, MIDLAND",26,50,111,YEAR,SUGARBEETS,"2,450","2,600","41,000",16.7," "," "," "
1981,"MICHIGAN, CENTRAL, ISABELLA",26,50,073,YEAR,SUGARBEETS,100,100,"1,600",16," "," "," "
1981,"MICHIGAN, CENTRAL, GRATIOT",26,50,057,YEAR,SUGARBEETS,"5,400","5,800","112,500",20.8," "," "," "
1981,"MICHIGAN, CENTRAL, GLADWIN",26,50,051,YEAR,SUGARBEETS,550,600,"10,200",18.5," "," "," "
1981,"MICHIGAN, CENTRAL",26,50,"   ",YEAR,SUGARBEETS,"8,500","9,100","165,300",19.4," "," "," "
1981,MICHIGAN,26,"  ","   ","MARKETING YEAR",SUGARBEETS," "," "," "," "," ",26.5," "
1981,MICHIGAN,26,"  ","   ",YEAR,SUGARBEETS,"99,000","102,000","2,030,000",20.5,"53,795,000"," "," "
1981,"MICHIGAN, SOUTHEAST, ST CLAIR",26,90,147,YEAR,SUGARBEETS,760,850,"13,000",17.1," "," "," "
1981,"MICHIGAN, SOUTHEAST, MONROE",26,90,115,YEAR,SUGARBEETS,550,550,"9,200",16.7," "," "," "
1982,"MICHIGAN, EAST CENTRAL",26,60,"   ",YEAR,SUGARBEETS,"87,070","87,750","1,684,000",19.3," "," "," "
1982,"MICHIGAN, SOUTHEAST, ST CLAIR",26,90,147,YEAR,SUGARBEETS,750,900,"17,600",23.5," "," "," "
1982,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",26,80,155,YEAR,SUGARBEETS,130,130,"2,700",20.8," "," "," "
1982,"MICHIGAN, SOUTH CENTRAL, CLINTON",26,80,037,YEAR,SUGARBEETS,120,130,"2,400",20," "," "," "
1982,"MICHIGAN, SOUTH CENTRAL",26,80,"   ",YEAR,SUGARBEETS,250,260,"5,100",20.4," "," "," "
1982,"MICHIGAN, EAST CENTRAL, TUSCOLA",26,60,157,YEAR,SUGARBEETS,"23,400","23,500","464,000",19.8," "," "," "
1982,"MICHIGAN, EAST CENTRAL, SANILAC",26,60,151,YEAR,SUGARBEETS,"10,050","10,100","186,000",18.5," "," "," "
1982,"MICHIGAN, EAST CENTRAL, SAGINAW",26,60,145,YEAR,SUGARBEETS,"12,900","13,100","258,000",20," "," "," "
1982,"MICHIGAN, EAST CENTRAL, HURON",26,60,063,YEAR,SUGARBEETS,"21,650","21,700","423,000",19.5," "," "," "
1982,"MICHIGAN, EAST CENTRAL, BAY",26,60,017,YEAR,SUGARBEETS,"17,000","17,200","316,000",18.6," "," "," "
1982,"MICHIGAN, EAST CENTRAL, ARENAC",26,60,011,YEAR,SUGARBEETS,"2,070","2,150","37,000",17.9," "," "," "
1982,"MICHIGAN, SOUTHEAST",26,90,"   ",YEAR,SUGARBEETS,870,"1,020","19,700",22.6," "," "," "
1982,"MICHIGAN, CENTRAL, MIDLAND",26,50,111,YEAR,SUGARBEETS,"2,260","2,300","36,200",16," "," "," "
1982,"MICHIGAN, CENTRAL, ISABELLA",26,50,073,YEAR,SUGARBEETS,60,70,"1,000",16.7," "," "," "
1982,"MICHIGAN, CENTRAL, GRATIOT",26,50,057,YEAR,SUGARBEETS,"5,500","5,600","99,000",18," "," "," "
1982,"MICHIGAN, CENTRAL, GLADWIN",26,50,051,YEAR,SUGARBEETS,490,500,"8,000",16.3," "," "," "
1982,"MICHIGAN, CENTRAL",26,50,"   ",YEAR,SUGARBEETS,"8,310","8,470","144,200",17.4," "," "," "
1982,MICHIGAN,26,"  ","   ","MARKETING YEAR",SUGARBEETS," "," "," "," "," ",35.8," "
1982,MICHIGAN,26,"  ","   ",YEAR,SUGARBEETS,"96,500","97,500","1,853,000",19.2,"66,337,000"," "," "
1982,"US TOTAL","  ","  ","   ",YEAR,SUGARBEETS,"1,026,800","1,054,200","20,894,000",20.3,"740,342,000"," "," "
1982,"MICHIGAN, SOUTHEAST, LAPEER",26,90,087,YEAR,SUGARBEETS,120,120,"2,100",17.5," "," "," "
1982,"US TOTAL","  ","  ","   ","MARKETING YEAR",SUGARBEETS," "," "," "," "," ",35.4," "
1983,"MICHIGAN, SOUTHEAST, ST CLAIR",26,90,147,YEAR,SUGARBEETS,820,820,"16,100",19.6," "," "," "
1983,"MICHIGAN, SOUTHEAST, MONROE",26,90,115,YEAR,SUGARBEETS,"1,770","1,920","26,200",14.8," "," "," "
1983,"MICHIGAN, SOUTHEAST, LENAWEE",26,90,091,YEAR,SUGARBEETS,"2,720","2,850","43,500",16," "," "," "
1983,"MICHIGAN, SOUTHEAST, LAPEER",26,90,087,YEAR,SUGARBEETS,110,120,"2,600",23.6," "," "," "
1983,"MICHIGAN, SOUTHEAST",26,90,"   ",YEAR,SUGARBEETS,"5,420","5,710","88,400",16.3," "," "," "
1983,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",26,80,155,YEAR,SUGARBEETS,150,150,"2,600",17.3," "," "," "
1983,"MICHIGAN, SOUTH CENTRAL, CLINTON",26,80,037,YEAR,SUGARBEETS,110,120,"1,700",15.5," "," "," "
1983,"MICHIGAN, SOUTH CENTRAL",26,80,"   ",YEAR,SUGARBEETS,260,270,"4,300",16.5," "," "," "
1983,"MICHIGAN, EAST CENTRAL, TUSCOLA",26,60,157,YEAR,SUGARBEETS,"23,900","24,100","471,000",19.7," "," "," "
1983,"MICHIGAN, EAST CENTRAL, SANILAC",26,60,151,YEAR,SUGARBEETS,"11,550","11,600","208,000",18," "," "," "
1983,"MICHIGAN, EAST CENTRAL, SAGINAW",26,60,145,YEAR,SUGARBEETS,"14,450","14,700","274,000",19," "," "," "
1983,"MICHIGAN, EAST CENTRAL, HURON",26,60,063,YEAR,SUGARBEETS,"21,000","21,300","437,000",20.8," "," "," "
1983,"MICHIGAN, EAST CENTRAL, BAY",26,60,017,YEAR,SUGARBEETS,"17,000","17,500","306,000",18," "," "," "
1983,"US TOTAL","  ","  ","   ","MARKETING YEAR",SUGARBEETS," "," "," "," "," ",37," "
1983,"MICHIGAN, EAST CENTRAL",26,60,"   ",YEAR,SUGARBEETS,"89,960","91,400","1,729,000",19.2," "," "," "
1983,"MICHIGAN, CENTRAL, MIDLAND",26,50,111,YEAR,SUGARBEETS,"2,800","3,000","38,900",13.9," "," "," "
1983,"MICHIGAN, CENTRAL, ISABELLA",26,50,073,YEAR,SUGARBEETS,80,80,"1,000",12.5," "," "," "
1983,"MICHIGAN, CENTRAL, GRATIOT",26,50,057,YEAR,SUGARBEETS,"4,980","5,000","106,000",21.3," "," "," "
1983,"MICHIGAN, CENTRAL, GLADWIN",26,50,051,YEAR,SUGARBEETS,500,540,"8,400",16.8," "," "," "
1983,"MICHIGAN, CENTRAL",26,50,"   ",YEAR,SUGARBEETS,"8,360","8,620","154,300",18.5," "," "," "
1983,MICHIGAN,26,"  ","   ","MARKETING YEAR",SUGARBEETS," "," "," "," "," ",36.2," "
1983,MICHIGAN,26,"  ","   ",YEAR,SUGARBEETS,"104,000","106,000","1,976,000",19,"71,531,000"," "," "
1983,"US TOTAL","  ","  ","   ",YEAR,SUGARBEETS,"1,055,800","1,081,400","20,992,000",19.9,"777,718,000"," "," "
1983,"MICHIGAN, EAST CENTRAL, ARENAC",26,60,011,YEAR,SUGARBEETS,"2,060","2,200","33,000",16," "," "," "
1984,"US TOTAL","  ","  ","   ",YEAR,SUGARBEETS,"1,096,300","1,123,600","22,134,000",20.2,"750,162,000"," "," "
1984,"MICHIGAN, SOUTHEAST, MONROE",26,90,115,YEAR,SUGARBEETS,"2,410","2,650","44,400",18.4," "," "," "
1984,"MICHIGAN, SOUTHEAST, LENAWEE",26,90,091,YEAR,SUGARBEETS,"3,500","3,600","65,400",18.7," "," "," "
1984,"MICHIGAN, SOUTHEAST, LAPEER",26,90,087,YEAR,SUGARBEETS,120,120,"1,700",14.2," "," "," "
1984,"MICHIGAN, SOUTHEAST",26,90,"   ",YEAR,SUGARBEETS,"6,850","7,190","126,000",18.4," "," "," "
1984,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",26,80,155,YEAR,SUGARBEETS,130,140,"2,400",18.5," "," "," "
1984,"MICHIGAN, SOUTH CENTRAL, CLINTON",26,80,037,YEAR,SUGARBEETS,120,120,"2,000",16.7," "," "," "
1984,"MICHIGAN, SOUTH CENTRAL",26,80,"   ",YEAR,SUGARBEETS,250,260,"4,400",17.6," "," "," "
1984,"MICHIGAN, EAST CENTRAL, TUSCOLA",26,60,157,YEAR,SUGARBEETS,"24,000","24,300","510,000",21.3," "," "," "
1984,"MICHIGAN, EAST CENTRAL, SANILAC",26,60,151,YEAR,SUGARBEETS,"11,500","11,900","207,000",18," "," "," "
1984,"MICHIGAN, EAST CENTRAL, SAGINAW",26,60,145,YEAR,SUGARBEETS,"14,600","15,000","299,000",20.5," "," "," "
1984,"MICHIGAN, SOUTHEAST, ST CLAIR",26,90,147,YEAR,SUGARBEETS,820,820,"14,500",17.7," "," "," "
1984,"MICHIGAN, EAST CENTRAL, BAY",26,60,017,YEAR,SUGARBEETS,"18,200","18,500","331,000",18.2," "," "," "
1984,"MICHIGAN, EAST CENTRAL, ARENAC",26,60,011,YEAR,SUGARBEETS,"2,200","2,300","41,000",18.6," "," "," "
1984,"MICHIGAN, EAST CENTRAL",26,60,"   ",YEAR,SUGARBEETS,"92,000","93,600","1,820,000",19.8," "," "," "
1984,"MICHIGAN, CENTRAL, MIDLAND",26,50,111,YEAR,SUGARBEETS,"3,180","3,200","51,300",16.1," "," "," "
1984,"MICHIGAN, CENTRAL, ISABELLA",26,50,073,YEAR,SUGARBEETS,100,100,"2,000",20," "," "," "
1984,"MICHIGAN, CENTRAL, GRATIOT",26,50,057,YEAR,SUGARBEETS,"5,100","5,100","105,000",20.6," "," "," "
1984,"MICHIGAN, CENTRAL, GLADWIN",26,50,051,YEAR,SUGARBEETS,520,550,"8,300",16," "," "," "
1984,"MICHIGAN, CENTRAL",26,50,"   ",YEAR,SUGARBEETS,"8,900","8,950","166,600",18.7," "," "," "
1984,MICHIGAN,26,"  ","   ","MARKETING YEAR",SUGARBEETS," "," "," "," "," ",34.4," "
1984,MICHIGAN,26,"  ","   ",YEAR,SUGARBEETS,"108,000","110,000","2,117,000",19.6,"72,825,000"," "," "
1984,"US TOTAL","  ","  ","   ","MARKETING YEAR",SUGARBEETS," "," "," "," "," ",33.9," "
1984,"MICHIGAN, EAST CENTRAL, HURON",26,60,063,YEAR,SUGARBEETS,"21,500","21,600","432,000",20.1," "," "," "
1985,"US TOTAL","  ","  ","   ",YEAR,SUGARBEETS,"1,102,500","1,124,500","22,529,000",20.4,"761,236,000"," "," "
1985,"MICHIGAN, SOUTHEAST, ST CLAIR",26,90,147,YEAR,SUGARBEETS,900,950,"16,100",17.9," "," "," "
1985,"MICHIGAN, SOUTHEAST, OTHER (COMBINED) COUNTIES",26,90,"   ",YEAR,SUGARBEETS,210,250,"4,400",21," "," "," "
1985,"MICHIGAN, SOUTHEAST, MONROE",26,90,115,YEAR,SUGARBEETS,"2,000","2,500","29,400",14.7," "," "," "
1985,"MICHIGAN, SOUTHEAST, LENAWEE",26,90,091,YEAR,SUGARBEETS,"2,700","3,500","43,100",16," "," "," "
1985,"MICHIGAN, SOUTHEAST",26,90,"   ",YEAR,SUGARBEETS,"5,810","7,200","93,000",16," "," "," "
1985,"MICHIGAN, SOUTH CENTRAL, OTHER (COMBINED) COUNTIES",26,80,"   ",YEAR,SUGARBEETS,280,290,"6,500",23.2," "," "," "
1985,"MICHIGAN, SOUTH CENTRAL",26,80,"   ",YEAR,SUGARBEETS,280,290,"6,500",23.2," "," "," "
1985,"MICHIGAN, NORTHEAST, OTHER (COMBINED) COUNTIES",26,30,"   ",YEAR,SUGARBEETS,190,210,"2,500",13.2," "," "," "
1985,"MICHIGAN, NORTHEAST",26,30,"   ",YEAR,SUGARBEETS,190,210,"2,500",13.2," "," "," "
1985,"MICHIGAN, EAST CENTRAL, TUSCOLA",26,60,157,YEAR,SUGARBEETS,"27,100","27,400","541,000",20," "," "," "
1985,"MICHIGAN, EAST CENTRAL, SANILAC",26,60,151,YEAR,SUGARBEETS,"10,700","11,200","201,000",18.8," "," "," "
1985,"MICHIGAN, EAST CENTRAL, SAGINAW",26,60,145,YEAR,SUGARBEETS,"15,600","16,800","324,000",20.8," "," "," "
1985,"MICHIGAN, EAST CENTRAL, HURON",26,60,063,YEAR,SUGARBEETS,"25,000","25,100","515,000",20.6," "," "," "
1985,"MICHIGAN, EAST CENTRAL, BAY",26,60,017,YEAR,SUGARBEETS,"21,400","22,800","410,000",19.2," "," "," "
1985,"MICHIGAN, EAST CENTRAL, ARENAC",26,60,011,YEAR,SUGARBEETS,"3,800","3,900","73,000",19.2," "," "," "
1985,"MICHIGAN, EAST CENTRAL",26,60,"   ",YEAR,SUGARBEETS,"103,600","107,200","2,064,000",19.9," "," "," "
1985,"MICHIGAN, CENTRAL, OTHER (COMBINED) COUNTIES",26,50,"   ",YEAR,SUGARBEETS,60,60,900,15," "," "," "
1985,"MICHIGAN, CENTRAL, MIDLAND",26,50,111,YEAR,SUGARBEETS,"2,600","2,900","46,900",18," "," "," "
1985,"MICHIGAN, CENTRAL, GRATIOT",26,50,057,YEAR,SUGARBEETS,"4,900","5,550","100,000",20.4," "," "," "
1985,"MICHIGAN, CENTRAL, GLADWIN",26,50,051,YEAR,SUGARBEETS,560,590,"11,200",20," "," "," "
1985,"MICHIGAN, CENTRAL",26,50,"   ",YEAR,SUGARBEETS,"8,120","9,100","159,000",19.6," "," "," "
1985,MICHIGAN,26,"  ","   ","MARKETING YEAR",SUGARBEETS," "," "," "," "," ",29.6," "
1985,MICHIGAN,26,"  ","   ",YEAR,SUGARBEETS,"118,000","124,000","2,325,000",19.7,"68,820,000"," "," "
1985,"US TOTAL","  ","  ","   ","MARKETING YEAR",SUGARBEETS," "," "," "," "," ",33.8," "
1986,"MICHIGAN, EAST CENTRAL, BAY",26,60,017,YEAR,SUGARBEETS,"16,800","22,800","341,000",20.3," "," "," "
1986,"US TOTAL","  ","  ","   ",YEAR,SUGARBEETS,"1,191,200","1,231,500","25,162,000",21.1,"902,199,000"," "," "
1986,"MICHIGAN, SOUTHEAST, MONROE",26,90,115,YEAR,SUGARBEETS,"2,600","2,650","51,800",19.9," "," "," "
1986,"MICHIGAN, SOUTHEAST, LENAWEE",26,90,091,YEAR,SUGARBEETS,"3,550","3,600","67,100",18.9," "," "," "
1986,"MICHIGAN, SOUTHEAST",26,90,"   ",YEAR,SUGARBEETS,"7,140","7,450","138,000",19.3," "," "," "
1986,"MICHIGAN, SOUTH CENTRAL, OTHER (COMBINED) COUNTIES",26,80,"   ",YEAR,SUGARBEETS,320,400,"6,400",20," "," "," "
1986,"MICHIGAN, SOUTH CENTRAL",26,80,"   ",YEAR,SUGARBEETS,320,400,"6,400",20," "," "," "
1986,"MICHIGAN, NORTHEAST, OTHER (COMBINED) COUNTIES",26,30,"   ",YEAR,SUGARBEETS,240,250,"3,600",15," "," "," "
1986,"MICHIGAN, NORTHEAST",26,30,"   ",YEAR,SUGARBEETS,240,250,"3,600",15," "," "," "
1986,"MICHIGAN, EAST CENTRAL, TUSCOLA",26,60,157,YEAR,SUGARBEETS,"25,800","29,200","545,000",21.1," "," "," "
1986,"MICHIGAN, EAST CENTRAL, SANILAC",26,60,151,YEAR,SUGARBEETS,"6,400","12,000","138,000",21.6," "," "," "
1986,"MICHIGAN, EAST CENTRAL, SAGINAW",26,60,145,YEAR,SUGARBEETS,"11,900","16,100","260,000",21.8," "," "," "
1986,"MICHIGAN, EAST CENTRAL, HURON",26,60,063,YEAR,SUGARBEETS,"23,000","26,900","490,000",21.3," "," "," "
1986,"MICHIGAN, SOUTHEAST, OTHER (COMBINED) COUNTIES",26,90,"   ",YEAR,SUGARBEETS,140,200,"2,600",18.6," "," "," "
1986,"MICHIGAN, EAST CENTRAL, ARENAC",26,60,011,YEAR,SUGARBEETS,"3,900","4,200","72,000",18.5," "," "," "
1986,"MICHIGAN, EAST CENTRAL",26,60,"   ",YEAR,SUGARBEETS,"87,800","111,200","1,846,000",21," "," "," "
1986,"MICHIGAN, CENTRAL, MONTCALM",26,50,117,YEAR,SUGARBEETS,150,200,"3,400",22.7," "," "," "
1986,"MICHIGAN, CENTRAL, MIDLAND",26,50,111,YEAR,SUGARBEETS,"2,200","3,000","41,700",19," "," "," "
1986,"MICHIGAN, CENTRAL, ISABELLA",26,50,073,YEAR,SUGARBEETS,500,600,"8,300",16.6," "," "," "
1986,"MICHIGAN, CENTRAL, GRATIOT",26,50,057,YEAR,SUGARBEETS,"11,050","13,200","229,000",20.7," "," "," "
1986,"MICHIGAN, CENTRAL, GLADWIN",26,50,051,YEAR,SUGARBEETS,600,700,"11,600",19.3," "," "," "
1986,"MICHIGAN, CENTRAL",26,50,"   ",YEAR,SUGARBEETS,"14,500","17,700","294,000",20.3," "," "," "
1986,MICHIGAN,26,"  ","   ","MARKETING YEAR",SUGARBEETS," "," "," "," "," ",30," "
1986,MICHIGAN,26,"  ","   ",YEAR,SUGARBEETS,"110,000","137,000","2,288,000",20.8,"68,640,000"," "," "
1986,"MICHIGAN, SOUTHEAST, ST CLAIR",26,90,147,YEAR,SUGARBEETS,850,"1,000","16,500",19.4," "," "," "
1986,"US TOTAL","  ","  ","   ","MARKETING YEAR",SUGARBEETS," "," "," "," "," ",35.9," "
1987,"US TOTAL","  ","  ","   ",YEAR,SUGARBEETS,"1,252,400","1,266,700","28,072,000",22.4,"1,073,584,000"," "," "
1987,"MICHIGAN, SOUTHEAST, ST CLAIR",26,90,147,YEAR,SUGARBEETS,"1,150","1,150","20,600",17.9," "," "," "
1987,"MICHIGAN, SOUTHEAST, OTHER (COMBINED) COUNTIES",26,90,"   ",YEAR,SUGARBEETS,100,100,"2,100",21," "," "," "
1987,"MICHIGAN, SOUTHEAST, MONROE",26,90,115,YEAR,SUGARBEETS,"2,550","2,600","43,400",17," "," "," "
1987,"MICHIGAN, SOUTHEAST, LENAWEE",26,90,091,YEAR,SUGARBEETS,"3,400","3,400","56,900",16.7," "," "," "
1987,"MICHIGAN, SOUTHEAST",26,90,"   ",YEAR,SUGARBEETS,"7,200","7,250","123,000",17.1," "," "," "
1987,"MICHIGAN, SOUTH CENTRAL, OTHER (COMBINED) COUNTIES",26,80,"   ",YEAR,SUGARBEETS,350,350,"7,500",21.4," "," "," "
1987,"MICHIGAN, SOUTH CENTRAL",26,80,"   ",YEAR,SUGARBEETS,350,350,"7,500",21.4," "," "," "
1987,"MICHIGAN, NORTHEAST, OTHER (COMBINED) COUNTIES",26,30,"   ",YEAR,SUGARBEETS,200,200,"3,500",17.5," "," "," "
1987,"MICHIGAN, NORTHEAST",26,30,"   ",YEAR,SUGARBEETS,200,200,"3,500",17.5," "," "," "
1987,"MICHIGAN, EAST CENTRAL, TUSCOLA",26,60,157,YEAR,SUGARBEETS,"31,300","31,600","640,000",20.4," "," "," "
1987,"MICHIGAN, EAST CENTRAL, SANILAC",26,60,151,YEAR,SUGARBEETS,"12,200","12,500","235,500",19.3," "," "," "
1987,"MICHIGAN, EAST CENTRAL, SAGINAW",26,60,145,YEAR,SUGARBEETS,"17,100","17,400","372,000",21.8," "," "," "
1987,"MICHIGAN, EAST CENTRAL, HURON",26,60,063,YEAR,SUGARBEETS,"27,700","28,000","568,000",20.5," "," "," "
1987,"MICHIGAN, EAST CENTRAL, BAY",26,60,017,YEAR,SUGARBEETS,"22,600","23,000","481,000",21.3," "," "," "
1987,"MICHIGAN, EAST CENTRAL, ARENAC",26,60,011,YEAR,SUGARBEETS,"4,900","5,000","92,500",18.9," "," "," "
1987,"MICHIGAN, EAST CENTRAL",26,60,"   ",YEAR,SUGARBEETS,"115,800","117,500","2,389,000",20.6," "," "," "
1987,"MICHIGAN, CENTRAL, OTHER (COMBINED) COUNTIES",26,50,"   ",YEAR,SUGARBEETS,200,200,"3,000",15," "," "," "
1987,"MICHIGAN, CENTRAL, MIDLAND",26,50,111,YEAR,SUGARBEETS,"2,950","3,000","57,400",19.5," "," "," "
1987,"MICHIGAN, CENTRAL, ISABELLA",26,50,073,YEAR,SUGARBEETS,700,700,"13,100",18.7," "," "," "
1987,"MICHIGAN, CENTRAL, GRATIOT",26,50,057,YEAR,SUGARBEETS,"13,900","14,100","300,300",21.6," "," "," "
1987,"MICHIGAN, CENTRAL, GLADWIN",26,50,051,YEAR,SUGARBEETS,700,700,"14,200",20.3," "," "," "
1987,"MICHIGAN, CENTRAL",26,50,"   ",YEAR,SUGARBEETS,"18,450","18,700","388,000",21," "," "," "
1987,MICHIGAN,26,"  ","   ","MARKETING YEAR",SUGARBEETS," "," "," "," "," ",31," "
1987,MICHIGAN,26,"  ","   ",YEAR,SUGARBEETS,"142,000","144,000","2,911,000",20.5,"90,241,000"," "," "
1987,"US TOTAL","  ","  ","   ","MARKETING YEAR",SUGARBEETS," "," "," "," "," ",38.2," "
1988,"MICHIGAN, EAST CENTRAL, HURON",26,60,063,YEAR,SUGARBEETS,"29,200","29,400","495,000",17," "," "," "
1988,"US TOTAL","  ","  ","   ",YEAR,SUGARBEETS,"1,300,700","1,327,200","24,810,000",19.1,"1,022,284,000"," "," "
1988,"MICHIGAN, SOUTHEAST, MONROE",26,90,115,YEAR,SUGARBEETS,"2,200","2,600","29,000",13.2," "," "," "
